Date,Open,High,Low,Close,Volume
2024-11-07 00:00:00+05:30,4029.54,4064.42,3947.73,4011.37,3724349
2024-11-08 00:00:00+05:30,4015.33,4029.58,3979.23,4007.6,1648039
2024-11-11 00:00:00+05:30,3989.43,4091.96,3979.23,4057.56,1406487
2024-11-12 00:00:00+05:30,4074.28,4076.21,4024.36,4056.3,1587640
2024-11-13 00:00:00+05:30,4037.65,4055.68,3992.18,4010.84,1098813
2024-11-14 00:00:00+05:30,3996.0,4020.16,3978.08,4006.53,1825432
2024-11-18 00:00:00+05:30,4071.38,4071.38,3856.07,3884.38,3313944
2024-11-19 00:00:00+05:30,3884.77,3993.25,3879.17,3903.76,1776233
2024-11-21 00:00:00+05:30,3908.93,3954.88,3888.73,3935.94,2384347
2024-11-22 00:00:00+05:30,3934.15,4111.92,3917.72,4101.92,3096553
2024-11-25 00:00:00+05:30,4136.13,4182.61,4109.26,4170.05,4052167
2024-11-26 00:00:00+05:30,4175.8,4219.82,4165.12,4206.38,2060669
2024-11-27 00:00:00+05:30,4212.42,4230.25,4178.7,4186.91,1558993
2024-11-28 00:00:00+05:30,4173.82,4194.06,4090.71,4102.21,2558544
2024-11-29 00:00:00+05:30,4078.14,4154.2,4054.61,4127.28,2017425
2024-12-02 00:00:00+05:30,4126.46,4144.05,4087.86,4132.89,1670944
2024-12-03 00:00:00+05:30,4169.32,4179.61,4122.07,4158.11,2010905
2024-12-04 00:00:00+05:30,4168.55,4239.48,4144.87,4208.03,3302642
2024-12-05 00:00:00+05:30,4252.87,4338.1,4213.44,4313.99,3746747
2024-12-06 00:00:00+05:30,4303.31,4314.91,4264.41,4296.06,1842087
2024-12-09 00:00:00+05:30,4281.52,4319.16,4267.12,4302.49,2066639
2024-12-10 00:00:00+05:30,4277.36,4342.74,4263.79,4283.55,2087828
2024-12-11 00:00:00+05:30,4282.87,4299.11,4258.86,4278.62,1635256
2024-12-12 00:00:00+05:30,4281.13,4334.24,4277.22,4305.2,1914642
2024-12-13 00:00:00+05:30,4285.87,4343.8,4246.68,4323.51,1967048
2024-12-16 00:00:00+05:30,4309.11,4324.57,4249.19,4266.78,1646224
2024-12-17 00:00:00+05:30,4261.76,4283.94,4172.85,4183.0,3225027
2024-12-18 00:00:00+05:30,4166.76,4215.37,4145.4,4201.7,1575404
2024-12-19 00:00:00+05:30,4138.06,4217.3,4118.73,4128.3,3015763
2024-12-20 00:00:00+05:30,4183.48,4234.7,4012.91,4030.11,4116989
2024-12-23 00:00:00+05:30,4058.86,4075.24,3976.58,4018.52,2195338
2024-12-24 00:00:00+05:30,4018.52,4076.21,4018.52,4039.01,1181886
2024-12-26 00:00:00+05:30,4039.01,4058.77,4003.88,4028.96,1208464
2024-12-27 00:00:00+05:30,4023.06,4040.41,4007.84,4024.85,858100
2024-12-30 00:00:00+05:30,4011.46,4058.14,3973.77,4019.0,1527169
2024-12-31 00:00:00+05:30,3996.0,4000.79,3896.51,3957.15,1555429
2025-01-01 00:00:00+05:30,3956.77,3995.04,3948.12,3974.21,763161
2025-01-02 00:00:00+05:30,3981.51,4042.39,3959.23,4035.38,1720835
2025-01-03 00:00:00+05:30,4039.44,4039.44,3954.74,3962.08,1791953
2025-01-06 00:00:00+05:30,3967.49,4010.16,3929.71,3957.35,2085593
2025-01-07 00:00:00+05:30,3976.63,4001.17,3876.7,3892.89,2669054
2025-01-08 00:00:00+05:30,3899.27,3987.3,3882.69,3970.3,2181277
2025-01-09 00:00:00+05:30,3963.14,3998.66,3889.99,3903.08,2392472
2025-01-10 00:00:00+05:30,4058.82,4152.56,4029.83,4122.26,7894300
2025-01-13 00:00:00+05:30,4102.3,4177.63,4085.3,4146.85,4003771
2025-01-14 00:00:00+05:30,4157.39,4168.89,4077.23,4090.75,3441709
2025-01-15 00:00:00+05:30,4076.21,4113.37,4066.02,4106.75,1653474
2025-01-16 00:00:00+05:30,4116.8,4149.66,4050.94,4064.9,2637705
2025-01-17 00:00:00+05:30,4094.04,4094.73,4035.13,4059.0,1761466
2025-01-20 00:00:00+05:30,4080.16,4080.16,4003.69,4013.24,1287799
2025-01-21 00:00:00+05:30,4030.46,4045.91,3966.19,3971.95,1971591
2025-01-22 00:00:00+05:30,3985.88,4097.23,3980.17,4090.79,2409223
2025-01-23 00:00:00+05:30,4102.01,4124.99,4074.5,4079.81,1822998
2025-01-24 00:00:00+05:30,4039.02,4111.85,4039.02,4086.61,1910099
2025-01-27 00:00:00+05:30,4037.05,4090.54,3977.07,4000.79,1551782
2025-01-28 00:00:00+05:30,4006.35,4037.05,3964.52,3976.33,2468272
2025-01-29 00:00:00+05:30,3989.81,4042.81,3989.81,4034.89,1217089
2025-01-30 00:00:00+05:30,4034.99,4064.51,3994.24,4035.13,1531251
2025-01-31 00:00:00+05:30,4044.93,4063.08,4020.57,4047.29,1492943
2025-02-01 00:00:00+05:30,4047.88,4070.42,3991.78,4008.66,437172
2025-02-03 00:00:00+05:30,3967.08,4012.45,3935.39,4004.23,1265713
2025-02-04 00:00:00+05:30,4019.04,4053.64,4001.67,4042.02,2547132
2025-02-05 00:00:00+05:30,4084.29,4084.29,4011.46,4026.33,1693912
2025-02-06 00:00:00+05:30,4040.4,4073.96,3987.4,4018.11,2284536
2025-02-07 00:00:00+05:30,4025.24,4025.24,3944.54,3965.6,1548940
2025-02-10 00:00:00+05:30,3976.03,3987.84,3950.79,3973.03,1339511
2025-02-11 00:00:00+05:30,3954.78,3976.03,3892.38,3900.79,1810908
2025-02-12 00:00:00+05:30,3908.23,3958.07,3877.77,3887.61,1678002
2025-02-13 00:00:00+05:30,3905.17,3921.36,3840.47,3848.24,2277310
2025-02-14 00:00:00+05:30,3862.86,3885.49,3838.25,3872.55,1681975
2025-02-17 00:00:00+05:30,3795.44,3871.71,3795.14,3842.68,1799806
2025-02-18 00:00:00+05:30,3836.68,3862.26,3803.31,3811.88,2149879
2025-02-19 00:00:00+05:30,3810.89,3813.6,3708.49,3724.19,4366672
2025-02-20 00:00:00+05:30,3701.94,3728.02,3691.91,3719.56,2888572
2025-02-21 00:00:00+05:30,3716.31,3756.57,3715.23,3726.06,1833931
2025-02-24 00:00:00+05:30,3683.88,3703.62,3611.89,3617.4,2508516
2025-02-25 00:00:00+05:30,3567.61,3600.08,3563.91,3572.08,4101954
2025-02-27 00:00:00+05:30,3554.52,3580.4,3543.69,3555.35,3823856
2025-02-28 00:00:00+05:30,3528.19,3543.0,3402.27,3428.1,7085018
2025-03-03 00:00:00+05:30,3429.82,3467.47,3421.11,3437.74,4990439
2025-03-04 00:00:00+05:30,3419.0,3494.78,3409.45,3476.13,2797737
2025-03-05 00:00:00+05:30,3465.1,3543.35,3465.1,3490.89,2501894
2025-03-06 00:00:00+05:30,3500.68,3552.3,3480.11,3544.58,2786513
2025-03-07 00:00:00+05:30,3543.0,3567.6,3517.81,3554.02,2051315
2025-03-10 00:00:00+05:30,3549.4,3564.75,3525.88,3532.81,1004626
2025-03-11 00:00:00+05:30,3501.67,3531.93,3481.64,3518.69,1995450
2025-03-12 00:00:00+05:30,3508.56,3512.74,3431.64,3450.69,3174167
2025-03-13 00:00:00+05:30,3446.85,3468.5,3428.94,3455.46,1693004
2025-03-17 00:00:00+05:30,3433.76,3474.55,3422.29,3442.32,2690906
2025-03-18 00:00:00+05:30,3442.32,3442.32,3442.32,3442.32,0
2025-03-19 00:00:00+05:30,3490.84,3490.84,3407.92,3441.73,3051244
2025-03-20 00:00:00+05:30,3456.39,3522.28,3456.39,3506.73,2845192
2025-03-21 00:00:00+05:30,3419.98,3558.99,3410.14,3521.45,4161925
2025-03-24 00:00:00+05:30,3543.0,3591.96,3510.13,3571.49,1834751
2025-03-25 00:00:00+05:30,3587.29,3651.26,3580.4,3599.84,3135390
2025-03-26 00:00:00+05:30,3590.0,3622.23,3568.44,3578.23,1734499
2025-03-27 00:00:00+05:30,3557.62,3605.0,3553.33,3593.39,2528474
2025-03-28 00:00:00+05:30,3593.19,3602.99,3535.03,3549.05,2051919
2025-04-01 00:00:00+05:30,3516.13,3527.25,3469.19,3494.58,2618493
2025-04-02 00:00:00+05:30,3487.89,3507.67,3474.16,3487.84,1764313
2025-04-03 00:00:00+05:30,3435.73,3446.55,3342.38,3349.27,4537821
2025-04-04 00:00:00+05:30,3309.36,3345.82,3243.32,3247.16,5317367
2025-04-07 00:00:00+05:30,3050.92,3239.29,3007.66,3222.21,6623955
2025-04-08 00:00:00+05:30,3249.77,3295.98,3203.76,3240.81,5557558
2025-04-09 00:00:00+05:30,3208.93,3218.23,3161.19,3195.2,2990265
2025-04-11 00:00:00+05:30,3237.47,3246.72,3155.24,3180.34,7108961
2025-04-15 00:00:00+05:30,3261.92,3261.92,3187.32,3196.77,3512160
2025-04-16 00:00:00+05:30,3196.77,3226.2,3177.88,3221.97,2384391
2025-04-17 00:00:00+05:30,3194.11,3251.29,3167.05,3246.67,2932346
2025-04-21 00:00:00+05:30,3238.01,3300.9,3232.1,3269.01,2432946
2025-04-22 00:00:00+05:30,3269.99,3281.11,3242.83,3261.92,2710498
2025-04-23 00:00:00+05:30,3311.72,3366.74,3284.46,3358.96,3543923
2025-04-24 00:00:00+05:30,3347.25,3358.47,3334.06,3347.74,2252175
2025-04-25 00:00:00+05:30,3365.85,3422.74,3351.09,3393.41,2742991
2025-04-28 00:00:00+05:30,3380.61,3403.05,3351.09,3388.98,1593296
2025-04-29 00:00:00+05:30,3400.3,3439.66,3376.09,3417.52,1578332
2025-04-30 00:00:00+05:30,3417.03,3454.33,3312.71,3399.02,2809332
2025-05-02 00:00:00+05:30,3417.03,3436.22,3365.85,3376.68,1721761
2025-05-05 00:00:00+05:30,3395.38,3449.01,3391.83,3399.61,1284443
2025-05-06 00:00:00+05:30,3405.22,3418.01,3382.58,3405.22,1324763
2025-05-07 00:00:00+05:30,3366.44,3404.73,3366.44,3390.55,1477128
2025-05-08 00:00:00+05:30,3393.41,3421.95,3374.41,3394.29,2543591
2025-05-09 00:00:00+05:30,3345.18,3391.64,3344.3,3385.83,2531757
2025-05-12 00:00:00+05:30,3449.5,3573.02,3446.75,3563.08,2228678
2025-05-13 00:00:00+05:30,3563.08,3565.64,3454.92,3459.35,3062887
2025-05-14 00:00:00+05:30,3465.25,3504.62,3453.05,3492.51,2119499
2025-05-15 00:00:00+05:30,3507.57,3543.0,3458.46,3523.22,3548330
2025-05-16 00:00:00+05:30,3537.0,3537.0,3489.95,3504.91,1666727
2025-05-19 00:00:00+05:30,3493.79,3493.79,3448.23,3463.09,2537377
2025-05-20 00:00:00+05:30,3475.88,3501.67,3438.68,3442.91,2038374
2025-05-21 00:00:00+05:30,3452.46,3481.0,3442.91,3469.98,1440153
2025-05-22 00:00:00+05:30,3439.66,3442.42,3396.66,3421.95,2034383
2025-05-23 00:00:00+05:30,3421.95,3479.03,3410.73,3458.95,1274331
2025-05-26 00:00:00+05:30,3465.25,3488.87,3454.52,3481.29,967470
2025-05-27 00:00:00+05:30,3476.08,3483.95,3427.95,3443.3,2467680
2025-05-28 00:00:00+05:30,3464.27,3473.13,3437.7,3442.32,1222933
2025-05-29 00:00:00+05:30,3449.21,3476.57,3431.3,3442.71,3188072
2025-05-30 00:00:00+05:30,3434.74,3451.18,3398.43,3408.56,3404365
2025-06-02 00:00:00+05:30,3395.38,3405.22,3364.47,3395.18,1877585
2025-06-03 00:00:00+05:30,3391.44,3418.5,3346.66,3351.29,2848125
2025-06-04 00:00:00+05:30,3364.99,3370.75,3346.12,3356.94,2544807
2025-06-05 00:00:00+05:30,3384.85,3384.85,3339.87,3347.21,3584683
2025-06-06 00:00:00+05:30,3347.21,3366.87,3334.9,3360.22,2070390
2025-06-09 00:00:00+05:30,3375.91,3409.67,3366.87,3397.65,1718678
2025-06-10 00:00:00+05:30,3415.63,3461.1,3398.95,3438.36,2419874
2025-06-11 00:00:00+05:30,3445.41,3464.28,3424.66,3447.3,2847013
2025-06-12 00:00:00+05:30,3447.3,3450.08,3398.95,3409.87,4060134
2025-06-13 00:00:00+05:30,3369.16,3426.05,3369.16,3421.29,2178493
2025-06-16 00:00:00+05:30,3415.63,3484.14,3401.92,3471.53,1934088
2025-06-17 00:00:00+05:30,3485.13,3495.06,3463.39,3490.39,2111940
2025-06-18 00:00:00+05:30,3494.17,3512.93,3418.7,3426.95,2696327
2025-06-19 00:00:00+05:30,3425.56,3426.55,3388.82,3399.74,2672768
2025-06-20 00:00:00+05:30,3400.73,3421.88,3386.73,3411.36,2351248
2025-06-23 00:00:00+05:30,3390.8,3400.73,3346.12,3369.55,3123421
2025-06-24 00:00:00+05:30,3410.26,3417.71,3358.04,3366.38,3403048
2025-06-25 00:00:00+05:30,3383.16,3425.56,3375.91,3420.39,1757699
2025-06-26 00:00:00+05:30,3420.39,3426.95,3391.1,3417.41,2879106
2025-06-27 00:00:00+05:30,3430.52,3441.84,3406.69,3416.72,1778433
2025-06-30 00:00:00+05:30,3415.53,3440.35,3405.7,3437.47,1468351
2025-07-01 00:00:00+05:30,3430.52,3460.31,3389.31,3405.4,2375183
2025-07-02 00:00:00+05:30,3462.49,3465.17,3395.77,3399.04,3090585
2025-07-03 00:00:00+05:30,3405.7,3410.96,3373.53,3376.7,2531870
2025-07-04 00:00:00+05:30,3383.85,3402.72,3366.08,3395.57,1109320
2025-07-07 00:00:00+05:30,3394.08,3401.82,3384.25,3387.53,1639174
2025-07-08 00:00:00+05:30,3380.87,3400.73,3369.36,3382.07,2325242
2025-07-09 00:00:00+05:30,3385.84,3389.81,3343.14,3359.82,2034938
2025-07-10 00:00:00+05:30,3356.05,3374.92,3332.22,3358.04,3035012
2025-07-11 00:00:00+05:30,3276.52,3311.37,3237.99,3242.86,7635550
2025-07-14 00:00:00+05:30,3242.86,3248.82,3177.33,3199.87,3924009
2025-07-15 00:00:00+05:30,3183.28,3236.31,3183.28,3229.26,2590889
2025-07-16 00:00:00+05:30,3215.01,3232.84,3208.63,3221.09,2540733
2025-07-17 00:00:00+05:30,3212.12,3229.95,3192.19,3197.28,2947640
2025-07-18 00:00:00+05:30,3213.02,3216.8,3175.16,3178.05,3432645
2025-07-21 00:00:00+05:30,3178.15,3185.72,3140.29,3146.46,3844346
2025-07-22 00:00:00+05:30,3147.86,3168.28,3142.88,3147.86,3198036
2025-07-23 00:00:00+05:30,3147.86,3170.18,3145.87,3167.29,1922875
2025-07-24 00:00:00+05:30,3153.34,3161.91,3128.33,3136.3,2934778
2025-07-25 00:00:00+05:30,3128.33,3145.17,3113.99,3124.15,2568917
2025-07-28 00:00:00+05:30,3098.44,3106.41,3058.49,3067.86,3374473
2025-07-29 00:00:00+05:30,3048.63,3062.58,3029.9,3044.64,4785312
2025-07-30 00:00:00+05:30,3048.63,3057.6,3035.88,3042.25,2880121
2025-07-31 00:00:00+05:30,3030.4,3048.43,3003.8,3025.52,2968371
2025-08-01 00:00:00+05:30,3018.64,3025.52,2988.85,2991.84,2053847
2025-08-04 00:00:00+05:30,2997.92,3067.96,2980.48,3062.98,2519252
2025-08-05 00:00:00+05:30,3062.98,3066.06,3030.7,3052.52,1927996
2025-08-06 00:00:00+05:30,3051.62,3055.4,3014.76,3021.03,1487081
2025-08-07 00:00:00+05:30,3004.79,3040.26,2999.71,3035.68,2543076
2025-08-08 00:00:00+05:30,3036.77,3048.43,3013.76,3025.12,2762140
2025-08-11 00:00:00+05:30,3025.12,3038.57,3010.07,3029.5,1884215
2025-08-12 00:00:00+05:30,3029.7,3084.89,3015.65,3024.12,3358232
2025-08-13 00:00:00+05:30,3024.82,3033.09,3017.35,3024.92,2148166
2025-08-14 00:00:00+05:30,3022.73,3044.54,3007.88,3011.07,3342174
2025-08-18 00:00:00+05:30,3035.18,3037.67,2992.24,3000.01,2945609
2025-08-19 00:00:00+05:30,3000.01,3013.76,2999.91,3004.99,2650784
2025-08-20 00:00:00+05:30,2999.71,3091.87,2999.71,3087.09,4952358
2025-08-21 00:00:00+05:30,3118.37,3118.37,3071.64,3091.07,3230726
2025-08-22 00:00:00+05:30,3074.53,3084.2,3038.67,3042.65,1593791
2025-08-25 00:00:00+05:30,3075.83,3140.29,3065.67,3128.93,3448370
2025-08-26 00:00:00+05:30,3117.37,3150.25,3108.41,3145.47,5522097
2025-08-28 00:00:00+05:30,3133.31,3134.81,3075.03,3082.2,3116051
2025-08-29 00:00:00+05:30,3081.51,3103.43,3065.77,3073.24,2271789
2025-09-01 00:00:00+05:30,3078.52,3119.47,3078.52,3101.03,1246862
2025-09-02 00:00:00+05:30,3109.5,3143.28,3091.57,3099.94,2185229
2025-09-03 00:00:00+05:30,3118.27,3130.23,3076.53,3085.99,1799774
2025-09-04 00:00:00+05:30,3104.42,3106.41,3079.32,3084.2,1481391
2025-09-05 00:00:00+05:30,3085.59,3091.87,3017.35,3036.97,2802055
2025-09-08 00:00:00+05:30,3038.67,3053.51,3004.79,3007.78,2626187
2025-09-09 00:00:00+05:30,3020.83,3048.63,3019.54,3038.07,2489301
2025-09-10 00:00:00+05:30,3045.04,3111.1,3042.05,3098.44,2079428
2025-09-11 00:00:00+05:30,3127.34,3127.34,3098.54,3112.59,2263446
2025-09-12 00:00:00+05:30,3132.32,3137.0,3109.4,3121.76,1447167
2025-09-15 00:00:00+05:30,3122.35,3122.35,3084.5,3100.34,1732539
2025-09-16 00:00:00+05:30,3116.38,3138.3,3097.55,3134.01,2573429
2025-09-17 00:00:00+05:30,3140.29,3170.57,3130.72,3161.01,2418271
2025-09-18 00:00:00+05:30,3173.17,3191.1,3149.65,3164.9,2633138
2025-09-19 00:00:00+05:30,3158.22,3168.68,3132.32,3157.42,4901694
2025-09-22 00:00:00+05:30,3083.5,3095.36,3053.61,3062.38,3634901
2025-09-23 00:00:00+05:30,3058.59,3069.25,3040.66,3051.02,3177741
2025-09-24 00:00:00+05:30,3038.67,3045.64,3021.73,3024.12,1625714
2025-09-25 00:00:00+05:30,3010.77,3018.34,2940.03,2946.41,4974361
2025-09-26 00:00:00+05:30,2930.07,2943.82,2880.56,2888.33,3934636
2025-09-29 00:00:00+05:30,2905.16,2918.42,2883.25,2885.34,3110035
2025-09-30 00:00:00+05:30,2900.18,2904.47,2874.38,2877.67,2253458
2025-10-01 00:00:00+05:30,2880.26,2913.93,2855.95,2903.37,1952902
2025-10-03 00:00:00+05:30,2913.13,2913.13,2880.36,2891.12,2899519
2025-10-06 00:00:00+05:30,2891.22,2982.48,2884.84,2977.3,2112774
2025-10-07 00:00:00+05:30,2983.87,2993.34,2944.52,2962.65,3062943
2025-10-08 00:00:00+05:30,2963.95,3031.69,2956.97,3015.95,4121889
2025-10-09 00:00:00+05:30,3022.73,3054.61,3008.78,3050.32,3211304
2025-10-10 00:00:00+05:30,3038.67,3058.59,2995.73,3017.05,8817365
2025-10-13 00:00:00+05:30,3015.75,3024.22,2987.06,2996.03,2866865
2025-10-14 00:00:00+05:30,3009.77,3015.95,2944.52,2949.3,3611416
2025-10-15 00:00:00+05:30,2971.0,2979.7,2951.0,2969.8,4282226
2025-10-16 00:00:00+05:30,2969.9,2975.0,2943.1,2970.7,3251495
2025-10-17 00:00:00+05:30,2970.0,2988.8,2955.4,2962.2,4374683
2025-10-20 00:00:00+05:30,2985.5,3023.0,2978.5,3015.2,3133039
2025-10-21 00:00:00+05:30,3031.1,3031.8,2996.0,3006.7,310644
2025-10-23 00:00:00+05:30,3055.0,3098.0,3036.1,3073.2,5564758
2025-10-24 00:00:00+05:30,3080.0,3090.0,3058.3,3063.2,2684318
2025-10-27 00:00:00+05:30,3066.5,3094.2,3060.2,3084.9,1946312
2025-10-28 00:00:00+05:30,3076.0,3090.2,3040.2,3057.9,3470737
2025-10-29 00:00:00+05:30,3057.9,3076.0,3046.1,3057.6,2895420
2025-10-30 00:00:00+05:30,3049.1,3063.8,3032.8,3035.3,2241536
2025-10-31 00:00:00+05:30,3035.0,3067.4,3025.1,3058.0,1868085
2025-11-03 00:00:00+05:30,3046.9,3058.0,3010.0,3016.8,2194877
2025-11-04 00:00:00+05:30,3019.6,3029.3,2976.0,2990.2,2670720
2025-11-05 00:00:00+05:30,2990.2,2990.2,2990.2,2990.2,0
2025-11-06 00:00:00+05:30,2990.1,3024.0,2990.0,3010.9,2542721
2025-11-07 00:00:00+05:30,3001.0,3004.0,2960.5,2975.0,1198054
